DATE,PC
1972-03-31,-1.3642564802182762
1972-04-07,-0.8207934336525256
1972-04-14,-0.2735978112175044
1972-04-21,-0.2735978112175044
1972-04-28,0.5486968449931418
1972-05-05,-0.6775067750677483
1972-05-12,-0.539083557951483
1972-05-19,-0.8064516129032324
1972-05-26,-0.8042895442359197
1972-06-02,-2.1276595744680753
1972-06-09,-1.8617021276595702
1972-06-16,-2.1220159151193654
1972-06-23,-2.3872679045092804
1972-06-30,-2.1220159151193654
1972-07-07,-2.1220159151193654
1972-07-14,-2.631578947368412
1972-07-21,-3.2679738562091507
1972-07-28,-3.771131339401821
1972-08-04,-4.046997389033949
1972-08-11,-4.139715394566626
1972-08-18,-3.7613488975356684
1972-08-25,-3.511053315994804
1972-09-01,-3.7613488975356684
1972-09-08,-3.259452411994785
1972-09-15,-3.63636363636364
1972-09-22,-3.3898305084745735
1972-09-29,-3.1290743155149965
1972-10-06,-2.883355176933155
1972-10-13,-2.883355176933155
1972-10-20,-1.8469656992084391
1972-10-27,-2.752293577981651
1972-11-03,-2.108036890645588
1972-11-10,-1.8518518518518476
1972-11-17,-1.591511936339524
1972-11-24,-0.9320905459387404
1972-12-01,-0.5340453938584784
1972-12-08,-0.5354752342704155
1972-12-15,-0.668449197860972
1972-12-22,-0.40106951871658086
1972-12-29,-0.40106951871658086
1973-01-05,-0.2680965147453026
1973-01-12,-0.2680965147453026
1973-01-19,0.13458950201885161
1973-01-26,0.40540540540539677
1973-02-02,1.0884353741496609
1973-02-09,1.3642564802182762
1973-02-16,1.9151846785225797
1973-02-23,1.9151846785225797
1973-03-02,1.7759562841530039
1973-03-09,1.7759562841530039
1973-03-16,1.9151846785225797
1973-03-23,1.9151846785225797
1973-03-30,3.5961272475795267
1973-04-06,3.586206896551721
1973-04-13,3.4293552812071333
1973-04-20,3.703703703703698
1973-04-27,3.1377899045020397
1973-05-04,3.4106412005457027
1973-05-11,3.5230352303523005
1973-05-18,4.200542005420061
1973-05-24,4.054054054054052
1973-06-01,4.619565217391302
1973-06-08,4.742547425474262
1973-06-15,4.742547425474262
1973-06-22,5.298913043478256
1973-06-29,5.149051490514904
1973-07-06,6.910569105691054
1973-07-13,8.243243243243235
1973-07-20,9.729729729729714
1973-07-27,10.540540540540531
1973-08-03,12.380952380952385
1973-08-10,13.36032388663968
1973-08-17,15.22911051212939
1973-08-24,16.0377358490566
1973-08-31,16.71159029649596
1973-09-07,18.194070080862527
1973-09-14,18.733153638814024
1973-09-21,19.16329284750337
1973-09-28,19.111709286675637
1973-10-05,19.028340080971663
1973-10-12,19.16329284750337
1973-10-19,17.60752688172042
1973-10-26,16.981132075471695
1973-11-02,16.016150740242256
1973-11-09,15.768194070080863
1973-11-16,15.633423180592995
1973-11-23,15.18817204301075
1973-11-30,14.765100671140946
1973-12-07,14.804845222072673
1973-12-14,14.804845222072673
1973-12-21,14.496644295302003
1973-12-28,14.899328859060407
1974-01-04,15.053763440860216
1974-01-11,14.650537634408586
1974-01-18,14.919354838709681
1974-01-25,14.670255720053834
1974-02-01,14.131897711978475
1974-02-08,13.862718707940797
1974-02-15,13.557046979865781
1974-02-22,13.020134228187915
1974-03-01,12.885906040268456
1974-03-08,12.885906040268456
1974-03-15,12.751677852348994
1974-03-22,12.751677852348994
1974-03-29,12.283044058744991
1974-04-05,12.383488681757653
1974-04-12,13.129973474801051
1974-04-19,14.153439153439171
1974-04-26,15.476190476190489
1974-05-03,17.01846965699207
1974-05-10,17.539267015706816
1974-05-17,16.644993498049416
1974-05-24,17.012987012987008
1974-05-31,17.272727272727263
1974-06-07,17.205692108667527
1974-06-14,17.85252263906855
1974-06-21,17.03225806451613
1974-06-28,17.2680412371134
1974-07-05,15.842839036755398
1974-07-12,14.731585518102369
1974-07-19,15.39408866995074
1974-07-26,15.158924205378977
1974-08-02,14.648910411622287
1974-08-09,13.09523809523809
1974-08-16,12.280701754385952
1974-08-23,11.730545876887339
1974-08-30,12.471131639722865
1974-09-06,12.656784492588383
1974-09-13,12.599318955732116
1974-09-20,13.250283125707812
1974-09-27,13.33333333333333
1974-10-04,13.605442176870739
1974-10-11,12.797281993204992
1974-10-18,14.171428571428574
1974-10-25,14.516129032258062
1974-11-01,14.501160092807424
1974-11-08,14.202561117578588
1974-11-15,14.335664335664342
1974-11-22,13.535589264877482
1974-11-29,13.684210526315788
1974-12-06,13.599062133645958
1974-12-13,12.895662368112562
1974-12-20,12.30949589683471
1974-12-27,11.682242990654206
1975-01-03,12.149532710280363
1975-01-10,11.254396248534594
1975-01-17,10.292397660818702
1975-01-24,9.741784037558688
1975-01-31,9.551886792452814
1975-02-07,8.747044917257664
1975-02-14,7.919621749408982
1975-02-21,7.719714964370551
1975-02-28,7.253269916765747
1975-03-07,7.015457788347204
1975-03-14,5.833333333333336
1975-03-21,5.476190476190465
1975-03-28,5.350772889417351
1975-04-04,4.620853080568727
1975-04-11,3.282532239155934
1975-04-18,1.9698725376593271
1975-04-25,1.2600229095074391
1975-05-02,0.5636978579481479
1975-05-09,-1.1135857461024459
1975-05-16,-0.5574136008918696
1975-05-23,-0.998890122086569
1975-05-30,-1.5503875968992116
1975-06-06,-1.8763796909492265
1975-06-13,-2.305159165751911
1975-06-20,-2.094818081587646
1975-06-27,-2.19780219780219
1975-07-03,-2.84463894967177
1975-07-11,-3.1556039173014057
1975-07-18,-5.122732123799346
1975-07-25,-5.626326963906575
1975-08-01,-6.124604012671595
1975-08-08,-6.421052631578942
1975-08-15,-6.979166666666667
1975-08-22,-6.652806652806641
